Rank,Company,Year,Country,Region,Industry,R&D (€ million),R&D one-year growth (%),Net sales (€ million),Net sales one-year growth (%),R&D intensity (%),Capex (€ million),Capex one-year growth (%),Capex intensity (%),Op. profits (€ million),Op. profits one-year growth (%),Profitability (%),Employees,Employees one-year growth (%),Market cap (€ million),Market cap one-year growth (%)
1427,BEIJING NEW BUILDING MATERIALS,2022,China,China,Construction & Materials,110.293438,-1.9,2629.74053,-5.5,4.2,174.586074,-20.1,6.6,392.705833,-24.3,14.9,13090,-3.7,5759.712174,-23.3
1428,KYMERA THERAPEUTICS  KYMERA THERAPEUTICS,2022,US,US,Pharmaceuticals & Biotechnology,110.090052,82.9,43.902137,-35.7,250.8,2.658917,77.6,6.1,-151.187014,60.4,-344.4,167,,1449.964758,-51.2
1429,NEXTGEN HEALTHCARE,2022,US,US,Health Care Equipment & Services,109.963482,14.8,612.387287,9.5,18.0,2.134821,-11.8,0.3,-1.306019,-119.4,-0.2,2783,4.8,1093.045596,13.6
1430,KINTOR,2022,China,China,Pharmaceuticals & Biotechnology,109.85102,7.2,1.574229,-65.7,6978.1,3.686622,-64.0,234.2,-130.020751,16.1,-8259.3,301,49.0,682.284227,-81.2
1431,UNIVERSAL DISPLAY,2022,US,US,Electronic & Electrical Equipment,109.752531,17.4,578.116693,11.4,19.0,39.843444,-1.5,6.9,250.431384,17.3,43.3,445,8.8,4947.407406,-46.3
1432,IVERIC BIO,2022,US,US,Pharmaceuticals & Biotechnology,109.705653,37.6,0,,,0.690043,103.9,,-178.048079,65.5,,74,100.0,1089.336402,5.7
1433,WISTRON NEWEB,2022,Taiwan,RoW,Technology Hardware & Equipment,109.421238,27.9,2908.345724,41.7,3.8,109.67474,48.5,3.8,115.402191,174.5,4.0,,,1028.811475,17.1
1434,YUHAN,2022,South Korea,RoW,Pharmaceuticals & Biotechnology,109.330401,0.7,1313.786225,5.2,8.3,69.821852,15.3,5.3,26.654527,-25.9,2.0,,,3077.267678,-4.9
1435,NIDDA GERMAN TOPCO,2022,Germany,EU,Pharmaceuticals & Biotechnology,109.313,10.6,3249.451,7.9,3.4,,,,260.741,110.9,8.0,12540,1.7,,
1436,COLOPLAST,2022,Denmark,EU,Health Care Equipment & Services,109.190486,14.4,3036.22166,16.2,3.6,124.654656,0.9,4.1,865.85904,4.6,28.5,14572,14.5,22583.55124,-22.3
1437,CHICONY ELECTRONICS,2022,Taiwan,RoW,Technology Hardware & Equipment,109.060387,4.1,3533.962925,7.7,3.1,52.869192,-46.1,1.5,337.887433,17.5,9.6,,,1873.122235,4.9
1438,SHIJIAZHUANG YILING PHARMACEUTICAL,2022,China,China,Pharmaceuticals & Biotechnology,108.945604,1.8,1652.921214,23.5,6.6,28.717408,-68.2,1.7,385.682998,72.4,23.3,15074,-0.5,3949.990723,25.1
1439,EBARA,2022,Japan,Japan,Industrial Engineering,108.874171,13.5,4812.331672,12.9,2.3,172.08254,-5.5,3.6,499.36237,20.7,10.4,19095,3.9,3461.543396,-6.4
1440,IPG PHOTONICS,2022,US,US,Electronic & Electrical Equipment,108.863725,-16.8,1340.284655,-2.1,8.1,103.263685,-10.5,7.7,141.99706,-57.1,10.6,6230,-5.3,4264.335233,-50.2
1441,LEIDOS,2022,US,US,Software & Computer Services,108.756844,6.4,13497.09936,4.8,0.8,120.945111,24.0,0.9,1024.751987,-5.7,7.6,45000,4.7,12167.81693,-6.6
1442,GAS TURBINE EFFICIENCY,2022,UK,RoW,Industrial Engineering,108.663088,23.0,5920.966352,-1.3,1.8,25.876628,23.2,0.4,-468.31072,-2155.6,-7.9,35450,-0.1,1012.524378,-48.0
1443,RECURSION,2022,US,US,Pharmaceuticals & Biotechnology,108.415572,-7.5,37.355163,291.5,290.2,34.744998,-6.9,93.0,-230.38356,34.4,-616.7,500,25.0,1627.28181,-56.7
1444,OBAYASHI,2022,Japan,Japan,Construction & Materials,108.351145,-3.2,14021.95288,3.2,0.8,682.682896,66.4,4.9,660.949056,127.8,4.7,15876,2.6,4926.17638,6.6
1445,TECK RESOURCES,2022,Canada,RoW,Mining,108.209044,21.7,13035.39908,40.3,0.8,3048.462439,9.3,23.4,4158.122066,35.8,31.9,12100,14.2,15994.43341,55.5
1446,HONG LEONG ASIA,2022,Singapore,RoW,Construction & Materials,108.040321,-5.8,2706.231351,-21.3,4.0,80.800488,-14.8,3.0,84.546959,-18.7,3.1,,,391.123236,-11.2
1447,TOWA PHARMACEUTICAL,2022,Japan,Japan,Pharmaceuticals & Biotechnology,107.891731,32.9,1476.197777,26.1,7.3,203.068282,157.9,13.8,35.926214,-73.5,2.4,4298,5.4,803.228288,-25.3
1448,WIWYNN,2022,Taiwan,RoW,Technology Hardware & Equipment,107.73111,43.5,8941.92286,52.0,1.2,38.801441,281.2,0.4,544.626307,56.6,6.1,,,4110.371561,-20.6
1449,REPARE THERAPEUTICS,2022,Canada,RoW,Pharmaceuticals & Biotechnology,107.693652,32.5,123.598402,2131.6,87.1,0.56441,-54.2,0.5,-18.559917,-76.6,-15.0,180,18.4,468.524286,-60.4
1450,MANN + HUMMEL INTERNATIONAL,2022,Germany,EU,Automobiles & Parts,107.5,0.5,4826,14.9,2.2,142.2,18.2,2.9,176,-11.2,3.6,22222,-4.3,,
1451,PROGRESS SOFTWARE,2022,US,US,Software & Computer Services,107.414259,10.9,564.422706,13.3,19.0,5.709734,30.9,1.0,129.584717,9.3,23.0,2071,-1.5,1961.214814,2.7
1452,OMNICELL,2022,US,US,Health Care Equipment & Services,107.404883,9.1,1215.026773,14.5,8.8,44.567804,64.1,3.7,10.388153,-87.9,0.9,4230,11.3,4247.42139,-32.9
1453,AGORA,2022,China,China,Software & Computer Services,107.35238,3.5,150.637604,-4.4,71.3,3.865555,-66.2,2.6,-108.534642,43.5,-72.1,1001,-23.6,375.828215,-87.8
1454,DIC,2022,Japan,Japan,Chemicals,107.036513,12.2,7451.003658,23.2,1.4,288.491109,13.6,3.9,272.65191,-6.7,3.7,22743,1.2,1684.765212,-20.9
1455,PETROBRAS,2022,Brazil,RoW,Oil & Gas Producers,106.881726,-23.0,115239.3732,41.7,0.1,8923.622262,45.5,7.7,53880.84416,61.6,46.8,45149,-0.8,33453.85751,22.2
1456,ASAHI GROUP,2022,Japan,Japan,Beverages,106.683117,6.0,17748.29932,12.3,0.6,586.983319,2.8,3.3,1466.663159,14.8,8.3,29920,-0.3,16745.49435,-8.6
1457,AVIC AVIATION ENGINE CORPORATION,2022,China,China,Aerospace & Defence,106.67547,24.1,4891.61893,8.5,2.2,380.989567,-5.8,7.8,201.78884,7.5,4.1,33113,-3.2,14370.23317,-25.4
1458,MAKITA,2022,Japan,Japan,Household Goods & Home Construction,106.64071,2.1,5404.84917,3.4,2.0,276.270683,-34.8,5.1,199.640343,-69.2,3.7,18804,-7.1,6533.141762,-47.8
1459,MING YUAN CLOUD,2022,China,China,Software & Computer Services,106.538562,24.6,243.764937,-16.9,43.7,15.298745,-54.0,6.3,-134.167028,42.6,-55.0,3310,-22.1,1526.254105,-76.1
1460,CIMPRESS,2022,Ireland,EU,Support Services,106.512327,-7.1,2887.33201,6.7,3.7,50.414422,-0.5,1.7,94.755337,66.0,3.3,15100,-5.6,,
1461,XINYI GLASS HOLDINGS,2022,China,China,General Industrials,106.503964,3.5,3091.493934,-15.5,3.4,239.8225,-16.7,7.8,618.55503,-58.4,20.0,15068,9.4,7055.903358,-55.5
1462,SUSE,2022,Luxembourg,EU,Software & Computer Services,106.485138,12.3,612.24759,16.7,17.4,9.976565,121.3,1.6,-0.467841,-99.8,-0.1,2398,17.3,3323.073094,-33.8
1463,OSHKOSH,2022,US,US,Automobiles & Parts,106.31919,10.0,7764.863638,362.2,1.4,262.235252,547.5,3.4,349.053215,1968.3,4.5,15000,,4888.466307,-33.7
1464,ADEKA,2022,Japan,Japan,Chemicals,106.308518,3.6,2850.794268,11.1,3.7,102.39996,33.2,3.6,202.290811,-17.7,7.1,5494,0.5,1734.548862,-1.6
1465,RELMADA,2022,US,US,Pharmaceuticals & Biotechnology,106.246997,25.1,0,,,,,,-151.180526,28.3,,14,40.0,821.26744,109.7
1466,FUJIKURA,2022,Japan,Japan,Electronic & Electrical Equipment,106.23077,-8.4,5699.941712,20.3,1.9,109.043801,-2.2,1.9,359.573136,35.8,6.3,54762,4.4,2078.590853,56.8
1467,COMPUGROUP MEDICAL,2022,Germany,EU,Software & Computer Services,106.2,34.6,1129.739,10.2,9.4,25.847,-4.4,2.3,108.077,-0.2,9.6,9229,7.3,,
1468,XINGFA ALUMINIUM HOLDINGS,2022,China,China,Industrial Metals & Mining,106.189091,14.7,2272.50881,9.7,4.7,130.863293,42.0,5.8,152.025876,-2.6,6.7,9366,5.8,433.778045,-31.9
1469,PLANET LABS,2022,US,US,Technology Hardware & Equipment,106.16543,58.8,179.313784,45.8,59.2,11.963252,-14.5,6.7,-164.705677,37.2,-91.9,1100,37.5,1271.761264,296.7
1470,TAIJI COMPUTER,2022,China,China,Software & Computer Services,106.156725,12.0,1398.101508,1.0,7.6,33.604632,-23.1,2.4,82.778702,-8.5,5.9,4239,-10.9,1413.544902,-17.4
1471,ZHEJIANG NHU,2022,China,China,Chemicals,106.023055,8.0,2109.479835,8.3,5.0,661.886591,42.0,31.4,597.182003,-15.5,28.3,11526,6.7,9211.235935,-6.4
1472,EVEREST MEDICINES,2022,China,China,Pharmaceuticals & Biotechnology,105.976376,31.8,1.716755,23589.2,6173.1,47.765853,350.6,2782.3,-190.127463,35.0,-11074.8,365,-9.9,431.597837,-74.9
1473,HAGER,2022,Germany,EU,Industrial Engineering,105.859,7.0,2245.957,10.7,4.7,,,,319.747,10.9,14.2,11692,8.1,,
1474,PROMETHEUS,2022,US,US,Pharmaceuticals & Biotechnology,105.801658,80.8,6.383839,117.6,1657.3,2.534221,137.9,39.7,-136.675475,66.0,-2141.0,97,34.7,2006.088825,152.3
1475,FIRST SOLAR,2022,US,US,Alternative Energy,105.760405,13.8,2455.766102,-10.4,4.3,847.183,67.2,34.5,-263.216876,-163.9,-10.7,5500,14.6,12747.18046,36.0
1476,FONTERRA CO-OPERATIVE,2022,New Zealand,RoW,Food Producers,105.724106,-8.2,13913.4112,10.9,0.8,285.098713,8.8,2.0,613.55619,6.5,4.4,19608,1.3,2442.765509,-18.6
1477,MERCURY SYSTEMS,2022,US,US,Technology Hardware & Equipment,105.691026,2.3,913.071834,5.4,11.6,36.373538,-14.9,4.0,-5.869119,-106.5,-0.6,2596,8.9,2607.24628,-3.0
1478,OMEROS,2022,US,US,Pharmaceuticals & Biotechnology,105.682588,-8.1,0,,,0.105944,-59.2,,-153.186827,-5.9,,196,-8.0,237.016765,-75.2
1479,E INK,2022,Taiwan,RoW,Electronic & Electrical Equipment,105.652927,30.6,917.790177,53.0,11.5,94.689581,69.3,10.3,302.587549,182.5,33.0,,,8338.956449,205.9
1480,BEIJING EASPRING MATERIAL TECHNOLOGY,2022,China,China,Electronic & Electrical Equipment,105.54725,154.8,2677.205226,148.1,3.9,149.901538,80.7,5.6,334.743859,158.9,12.5,1555,18.3,5130.543982,11.7
1481,DENKA,2022,Japan,Japan,Chemicals,105.495707,4.9,2880.5926,5.9,3.7,274.242191,3.9,9.5,228.47037,-17.4,7.9,6406,0.8,2093.652894,-13.3
1482,ANNEXON,2022,US,US,Pharmaceuticals & Biotechnology,105.476325,12.6,0,,,6.11851,294.6,,-136.507652,11.4,,80,31.1,262.509316,-55.3
1483,ERASCA,2022,US,US,Pharmaceuticals & Biotechnology,105.435072,52.1,0,,,13.642421,29.9,,-231.998974,130.4,,129,4.9,1032.97065,-62.0
1484,CHINA RESOURCES MICROELECTRONICS,2022,China,China,Electronic & Electrical Equipment,105.425686,43.6,1315.29838,8.0,8.0,286.519291,68.7,21.8,272.497644,-2.0,20.7,9470,5.4,,
1485,CHANGYUAN,2022,China,China,Electronic & Electrical Equipment,105.383786,1.5,1010.507693,26.7,10.4,31.943303,95.8,3.2,46.281272,-145.4,4.6,7472,0.5,927.030545,-25.5
1486,WAVE LIFE SCIENCES,2022,Singapore,RoW,Pharmaceuticals & Biotechnology,105.200682,38.7,3.421152,-91.1,3075.0,1.276017,143.0,37.3,-152.553037,32.8,-4459.1,252,5.9,241.754962,-19.8
1487,CELANESE,2022,US,US,Chemicals,105.006608,30.2,9069.008207,13.3,1.2,509.094537,16.3,5.6,1287.268507,-29.2,14.2,13263,55.5,11261.51968,-31.8
1488,ENVESTNET,2022,US,US,Support Services,105.006608,40.0,1162.370647,4.5,9.0,15.162204,-31.9,1.3,-0.71817,-101.1,-0.1,3429,-21.6,2710.164811,-33.6
1489,NANOMETRICS,2022,US,US,Technology Hardware & Equipment,104.962542,16.5,942.418368,27.4,11.1,17.255773,52.9,1.8,221.933341,51.3,23.5,1636,15.9,3306.622939,-3.4
1490,GIGA DEVICE SEMICONDUCTOR,2022,China,China,Electronic & Electrical Equipment,104.899495,7.7,1081.398077,-4.9,9.7,73.926111,-11.4,6.8,270.183675,-15.6,25.0,1564,16.5,10317.15074,-18.4
1491,MANHATTAN ASSOCIATES,2022,US,US,Software & Computer Services,104.891288,14.6,719.186507,15.6,14.6,6.175701,64.0,0.9,143.165259,13.7,19.9,4150,15.3,8306.4434,-14.3
1492,HENGDIAN GROUP DMEGC MAGNETICS,2022,China,China,Electronic & Electrical Equipment,104.88177,60.5,2584.026141,55.7,4.1,198.405253,46.0,7.7,222.275295,41.0,8.6,16121,5.6,4563.170187,34.1
1493,NERDWALLET,2022,US,US,Software & Computer Services,104.72534,29.3,505.250545,42.0,20.7,4.312771,100.0,0.9,-14.532164,-60.3,-2.9,770,14.1,409.460299,
1494,CYTOMX THERAPEUTICS,2022,US,US,Pharmaceuticals & Biotechnology,104.677524,-2.2,49.843449,42.5,210.0,1.631352,8.1,3.3,-87.788336,-19.3,-176.1,118,-33.7,92.748364,-70.3
1495,SHANGHAI MECHANICAL & ELECTRICAL INDUSTRY,2022,China,China,Industrial Engineering,104.452759,-5.0,3120.584742,-4.5,3.3,19.871526,-10.0,0.6,192.70783,-16.0,6.2,4612,5.4,221.789975,-13.1
1496,ZHEJIANG JUHUA,2022,China,China,Chemicals,104.446744,27.1,2432.854617,27.6,4.3,468.095589,105.0,19.2,321.162003,166.3,13.2,7159,5.2,5688.432111,-7.6
1497,SPIRENT COMMUNICATIONS,2022,UK,RoW,Technology Hardware & Equipment,104.350316,-1.8,569.567092,5.5,18.3,7.875495,-17.6,1.4,105.475387,7.1,18.5,1656,5.6,1785.754173,-13.5
1498,TIANJIN 712 COMMUNICATION & BROADCASTING,2022,China,China,Technology Hardware & Equipment,104.2495,4.6,529.482217,18.6,19.7,15.344778,-29.8,2.9,110.222635,25.5,20.8,2275,13.6,3125.81044,-30.0
1499,SMITHS,2022,UK,RoW,Electronic & Electrical Equipment,104.093015,9.5,3306.084681,-10.2,3.1,65.623857,-25.6,2.0,151.613739,-68.5,4.6,21950,-0.5,6090.056899,-5.9
1500,NSK,2022,Japan,Japan,Industrial Engineering,104.075056,1.0,6630.397457,8.4,1.6,313.052116,22.8,4.7,247.497199,79.4,3.7,29882,-2.3,2953.407841,-1.8
1501,RESIDEO TECHNOLOGIES,2022,US,US,Electronic & Electrical Equipment,104.069049,29.1,5972.25083,9.0,1.7,79.692515,34.9,1.3,605.663114,15.6,10.1,15200,14.3,2843.803925,-34.7
1502,VINGROUP,2022,Vietnam,RoW,Support Services,103.733287,-44.0,4041.906189,-19.0,2.6,2984.430288,104.0,73.8,-425.556092,-448.1,-10.5,51400,23.9,9646.696518,-32.2
1503,ZHEJIANG JINGSHENG MECHANICAL & ELECTRICAL,2022,China,China,Industrial Engineering,103.561347,124.4,1337.822745,81.2,7.7,311.765074,198.5,23.3,466.960077,76.3,34.9,7688,69.0,12299.0686,-2.3
1504,EVERBRIDGE,2022,US,US,Software & Computer Services,103.556204,17.0,404.924231,17.2,25.6,3.245829,-31.5,0.8,-62.465805,-12.6,-15.4,1713,-12.2,1481.873693,-73.8
1505,FISHER & PAYKEL HEALTHCARE,2022,New Zealand,RoW,Health Care Equipment & Services,103.52647,13.2,939.103284,-6.0,11.0,111.544871,35.7,11.9,197.312068,-34.3,21.0,6449,-5.3,6741.90145,-40.5
1506,COOPER COMPANIES,2022,US,US,Health Care Equipment & Services,103.412757,19.0,3101.820195,13.2,3.3,226.889278,12.9,7.3,512.657261,5.8,16.5,14000,16.7,13298.34628,-36.2
1507,CHURCH & DWIGHT,2022,US,US,Chemicals,103.13149,4.6,5039.94216,3.6,2.0,167.635549,50.5,3.3,560.47277,-49.2,11.1,5250,2.9,19064.27108,-1.0
1508,ZUORA,2022,US,US,Software & Computer Services,102.784593,23.2,371.354931,14.2,27.7,9.970002,21.2,2.7,-100.35069,12.7,-27.0,1549,11.2,891.416076,-51.5
1509,PRIMAX ELECTRONICS,2022,Taiwan,RoW,Technology Hardware & Equipment,102.771677,15.8,2419.333476,10.6,4.2,58.960975,-36.6,2.4,105.455786,22.1,4.4,,,938.980121,31.0
1510,AEVA TECHNOLOGIES,2022,US,US,Technology Hardware & Equipment,102.744278,46.6,3.930247,-54.8,2614.2,6.974501,93.2,177.5,-142.466777,45.8,-3624.9,306,34.8,628.937222,-67.8
1511,SIMCORP,2022,Denmark,EU,Software & Computer Services,102.719,17.7,560.968,13.0,18.3,1.524,21.0,0.3,125.856,-5.0,22.4,2245,12.4,2958.309205,-36.7
1512,MOOG,2022,US,US,Aerospace & Defence,102.688024,-12.7,2846.225673,6.4,3.6,130.724788,8.3,4.6,236.818965,6.0,8.3,14000,0.0,2035.938895,-6.6
1513,ZHIHU,2022,China,China,Software & Computer Services,102.44731,23.2,483.799635,21.8,21.2,0.095822,-90.4,0.0,-215.232061,15.3,-44.5,2515,-5.1,741.590412,-84.2
1514,WUCHAN ZHONGDA GROUP,2022,China,China,Personal Goods,102.360252,45.3,76677.29868,2.6,0.1,498.936932,4.6,0.7,910.235852,-15.7,1.2,24247,15.4,3125.112124,-24.3
1515,GLORY,2022,Japan,Japan,Industrial Engineering,102.244466,-1.9,1808.375673,12.9,5.7,35.445596,4.3,2.0,-23.232238,-132.3,-1.3,10792,1.1,992.235626,-3.7
1516,MAGNITE,2022,US,US,Software & Computer Services,102.235183,25.8,541.036234,23.2,18.9,28.89088,74.1,5.3,-100.618831,144.1,-18.6,947,8.1,938.508086,-73.7
1517,LANXESS,2022,Germany,EU,Chemicals,102,-11.3,8088,5.8,1.3,407,-15.0,5.0,313,-16.3,3.9,15177,2.1,2924.54919,-45.8
1518,SHENNAN CIRCUITS,2022,China,China,Electronic & Electrical Equipment,101.980431,6.2,1797.82709,0.5,5.7,453.311252,27.1,25.2,251.997902,-0.6,14.0,14440,-8.3,5790.652285,-2.5
1519,SIMPSON MANUFACTURING,2022,US,US,General Industrials,101.869535,15.1,1983.956411,34.5,5.1,58.468054,42.6,2.9,446.662483,29.5,22.5,5158,29.9,3749.220642,-18.6
1520,WOLONG ELECTRIC,2022,China,China,Industrial Engineering,101.851532,-2.7,1947.988585,7.3,5.2,118.170145,-7.5,6.1,165.509896,11.6,8.5,15100,2.0,2338.722049,-12.5
1521,RISEN ENERGY,2022,China,China,Electronic & Electrical Equipment,101.64954,-9.2,3781.653486,58.1,2.7,282.831864,-47.9,7.5,141.797276,-270.5,3.7,11714,8.9,2710.445364,-9.1
1522,NIPPON SHOKUBAI,2022,Japan,Japan,Chemicals,101.537675,4.3,2965.471198,13.6,3.4,153.034507,7.2,5.2,166.237374,-16.6,5.6,4574,1.1,1597.575091,-5.0
1523,SHANGHAI MICROPORT MEDBOT,2022,China,China,Health Care Equipment & Services,101.432717,92.5,2.899239,904.8,3498.6,25.266852,43.7,871.5,-147.219443,79.8,-5077.9,1230,37.0,2840.66103,
1524,TS,2022,Japan,Japan,Automobiles & Parts,101.38218,20.2,2892.19105,16.9,3.5,94.950377,-2.5,3.3,98.53381,-35.5,3.4,15172,6.0,1503.373912,4.9
1525,INNER MONGOLIA YILI INDUSTRIAL,2022,China,China,Food Producers,101.268317,30.4,16159.2458,11.7,0.6,891.943654,-0.5,5.5,1461.205832,10.4,9.0,67199,9.1,30113.58826,11.3
1526,TYSON FOODS,2022,US,US,Food Producers,101.256372,-5.3,49955.01864,13.2,0.2,1769.173833,56.1,3.5,4134.63519,-20.0,8.3,142000,3.6,20468.15655,-5.7
1527,MERUS,2022,Netherlands,EU,Pharmaceuticals & Biotechnology,101.104487,119.7,38.989328,-15.3,259.3,7.11326,772.1,18.2,-150.045067,77.9,-384.8,164,35.5,1018.559418,8.3
1528,LORDSTOWN,2022,US,US,Automobiles & Parts,101.083861,-62.0,0.181886,,55575.4,51.159781,-80.8,28127.4,-363.12035,-3.3,-199641.7,260,-58.9,413.055842,-62.2
1529,AGFA-GEVAERT,2022,Belgium,EU,Electronic & Electrical Equipment,101,6.3,1857,5.5,5.4,26,4.0,1.4,-164,-2833.3,-8.8,6936,-0.8,558.128006,-22.0
1530,CHINA XD ELECTRIC,2022,China,China,Electronic & Electrical Equipment,100.925793,40.6,2365.950804,28.9,4.3,56.714938,146.7,2.4,97.306169,8.5,4.1,10152,-19.6,3253.866814,-16.6
1531,RHYTHM PHARMACEUTICALS,2022,US,US,Pharmaceuticals & Biotechnology,100.909475,3.4,22.162019,649.5,455.3,0.263454,-35.3,1.2,-167.970257,5.3,-757.9,177,26.4,1078.936325,76.2
1532,FORMFACTOR,2022,US,US,Technology Hardware & Equipment,100.84197,7.7,701.235065,-2.8,14.4,61.179474,-1.9,8.7,65.958213,-31.1,9.4,2105,-8.2,2117.425391,-25.2
1533,HERON THERAPEUTICS,2022,US,US,Pharmaceuticals & Biotechnology,100.793217,-17.8,100.948852,24.7,99.8,1.711045,-39.6,1.7,-163.752179,-19.8,-162.2,203,-32.8,393.554969,-64.7
1534,SHANDONG SUNPAPER,2022,China,China,Forestry & Paper,100.614659,46.6,5247.001434,24.2,1.9,632.427296,-34.7,12.1,523.666828,-0.7,10.0,15096,13.5,4242.906153,-1.6
1535,GLOBAL UNICHIP,2022,Taiwan,RoW,Technology Hardware & Equipment,100.440053,16.7,733.965413,59.1,13.7,9.771796,248.5,1.3,127.534983,136.7,17.4,,,2217.634913,25.3
1536,CERENCE,2022,US,US,Software & Computer Services,100.427569,-4.4,307.417158,-15.3,32.7,16.356654,44.8,5.3,-164.429097,-367.0,-53.5,1700,0.0,738.852972,-80.9
1537,JIZHONG ENERGY RESOURCES,2022,China,China,Mining,100.392948,132.5,4594.177868,15.3,2.2,175.687095,-28.8,3.8,1029.864273,51.2,22.4,41445,2.6,2668.157157,36.3
1538,ALDRIN,2022,UK,RoW,Support Services,100.369427,270.5,699.657807,172.4,14.3,,,,-173.179096,194.2,-24.8,4353,35.4,,
1539,SUMO LOGIC,2022,US,US,Software & Computer Services,100.364753,12.9,281.893989,24.2,35.6,0.361897,-82.9,0.1,-110.575708,1.5,-39.2,983,4.2,975.850138,-54.8
1540,ABCELLERA,2022,Canada,RoW,Pharmaceuticals & Biotechnology,100.299124,97.9,455.11364,29.4,22.0,66.247918,20.9,14.6,265.279506,13.2,58.3,,,2855.130415,-34.9
1541,BEIJING DABEINONG TECHNOLOGY,2022,China,China,General Industrials,100.229258,11.9,4325.620762,3.4,2.3,208.130179,-34.2,4.8,117.007926,597.4,2.7,20472,2.0,3785.590067,19.1
1542,MGI TECH,2022,China,China,Health Care Equipment & Services,100.203533,36.8,560.919835,7.9,17.9,125.940639,196.0,22.5,39.915775,-62.8,7.1,2805,,,
1543,MIRUM PHARMACEUTICALS,2022,US,US,Pharmaceuticals & Biotechnology,100.170678,-18.7,72.250171,302.7,138.6,0.260641,1058.4,0.4,-123.026491,-24.3,-170.3,196,43.1,860.574305,85.1
1544,EVERI,2022,US,US,Travel & Leisure,100.156615,54.3,733.657731,18.5,13.7,119.602526,21.8,16.3,200.030087,8.0,27.3,2000,29.0,1558.431337,-18.9
1545,TAKASAGO INTERNATIONAL,2022,Japan,Japan,Chemicals,100.124091,9.9,1320.230084,15.0,7.6,35.438528,-25.9,2.7,42.039961,-32.5,3.2,3913,4.2,395.970524,-3.9
1546,CD PROJEKT,2022,Poland,EU,Leisure Goods,100.121665,111.5,202.893407,7.3,49.3,10.282094,72.6,5.1,80.566218,57.9,39.7,1292,8.0,1804.946578,-50.3
1547,RAKUTEN,2022,Japan,Japan,General Retailers,100.053412,-18.1,13626.07893,14.6,0.7,2110.94607,4.1,15.5,-2454.390224,48.6,-18.0,32079,13.5,7586.410443,-41.0
1548,CHINA HIGH SPEED TRANSMISSION EQUIPMENT,2022,China,China,Industrial Engineering,99.958337,11.5,2829.003625,4.3,3.5,349.809087,129.8,12.4,216.939154,-3.9,7.7,7580,23.0,873.804158,-20.8
1549,REGAL REXNORD,2022,US,US,Electronic & Electrical Equipment,99.943789,43.1,4892.089106,36.9,2.0,78.567444,53.8,1.6,691.168494,98.0,14.1,26000,-13.3,8575.517438,50.4
1550,TOYOBO,2022,Japan,Japan,Chemicals,99.742424,2.3,2826.607861,6.4,3.5,276.765437,34.5,9.8,1.901269,-98.6,0.1,10885,3.6,665.893925,-22.4
1551,CANSINBIOLOGICS,2022,China,China,Pharmaceuticals & Biotechnology,99.701841,-14.9,137.136591,-76.2,72.7,144.272561,-10.6,105.2,-86.791444,-135.9,-63.3,2291,17.7,1136.538433,
1552,SHUTTERSTOCK,2022,US,US,Media,99.506886,33.0,776.135716,7.0,12.8,43.796193,-21.8,5.6,87.778023,-13.4,11.3,1328,15.7,1868.565639,-52.8
1553,OWENS CORNING,2022,US,US,Construction & Materials,99.381254,16.5,9151.513399,14.9,1.1,418.151314,7.2,4.6,1567.598648,13.7,17.1,19000,-5.0,7374.438995,-20.2
1554,AVIC SHENYANG AIRCRAFT,2022,China,China,Aerospace & Defence,99.308609,11.6,5525.790763,19.9,1.8,142.269411,-3.1,2.6,321.87933,24.6,5.8,16390,14.5,15448.98008,-28.3
1555,NIBE INDUSTRIER,2022,Sweden,EU,Industrial Engineering,98.995181,22.5,3602.939081,30.0,2.7,178.389137,93.7,5.0,490.300387,29.7,13.6,21120,2.6,16071.14817,-16.7
1556,ZHEJIANG CFMOTO POWER,2022,China,China,Automobiles & Parts,98.755766,100.1,1463.174088,43.8,6.7,60.087117,15.9,4.1,87.406507,45.2,6.0,4034,32.3,,
1557,INSPUR,2022,China,China,Software & Computer Services,98.747267,78.8,836.52525,77.9,11.8,3.821561,-29.9,0.5,17.130864,101.6,2.0,7713,21.5,351.022389,-34.7
1558,COTY,2022,US,US,Personal Goods,98.631206,8.1,5207.296441,4.7,1.9,208.888145,28.0,4.0,514.701139,110.9,9.9,11350,3.1,5908.223706,-15.8
1559,SHIMANO,2022,Japan,Japan,Leisure Goods,98.618625,-1.2,4445.075711,15.1,2.2,143.104086,25.3,3.2,1190.420747,13.6,26.8,11364,-13.8,15991.82111,-24.5
1560,HUBEI YIHUA CHEMICAL INDUSTRY,2022,China,China,Chemicals,98.505846,3.6,2622.486057,8.0,3.8,300.650987,131.1,11.5,345.179671,-7.2,13.2,7943,-0.7,2214.641008,-11.6
1561,ADVANCED MICRO-FABRICATION,2022,China,China,Electronic & Electrical Equipment,98.465275,42.7,634.085404,52.9,15.5,201.994845,203.1,31.9,134.636344,60.7,21.2,1379,31.6,10051.40247,
1562,SANY HEAVY ENERGY,2022,China,China,Electronic & Electrical Equipment,98.432366,41.8,1629.317971,21.8,6.0,351.405997,894.2,21.6,137.650866,-23.6,8.4,4587,31.4,707.846276,
1563,SCHOTT,2022,Germany,EU,Construction & Materials,98.429,6.5,2774.821,9.9,3.5,431.216,29.6,15.5,422,12.4,15.2,16730,1.3,,
