NAME,TAGLINE,HQ REGION,HQ COUNTRY,HQ CITY kész,LATITUDE,LONGITUDE,TOTAL FUNDING (EUR M) kész,TAGS,INDUSTRIES,SUB INDUSTRIES,GROWTH STAGE,INVESTORS,EACH INVESTOR TYPES,Closest FUA
LionVolt,Battery startup company that claims to develop the most efficient solid state lithium-ion battery,Europe,Netherlands,Eindhoven,51.4136202,5.4557754,5.6,ev battery;lithium ion batteries;spinout,energy,energy storage,early growth,TNO;Innovation Industries;BOM Brabant Ventures;Sake Bosch;Brabant Startup Fonds,non-profit;venture_capital;venture_capital;angel;government,Eindhoven
Ioniqa,Develops and produces smart chemical materials,Europe,Netherlands,Eindhoven,51.4500803,5.4963826,24.27,recycling;waste reduction;chemistry;sustainable development goals;industrial technology;advanced materials;innovative material tech;polymers and polymer alternatives;climate tech;spinout,energy,clean energy,early growth,Chemelot Ventures;Dutch National Fund for Green Investments;Netherlands Enterprise Agency (RVO);Martin Duits;Brightlands Venture Partners;Eindhoven University of Technology (TU/e),venture_capital;investment fund;government;angel;venture_capital;university,Eindhoven
IBIS Power,IBIS Power provides revolutionary and innovative renewable energy solutions with highest impact to society. The company combines wind and solar energy generation with their innovative hardware solution placed on the top of residential buildings,Europe,Netherlands,Eindhoven,51.4485531,5.4573709,3.16,solar energy;sustainable development goals;wind energy;climate tech,energy,clean energy,seed,European Innovation Council,government,Eindhoven
Lightyear,The electric car that charges itself,Europe,Netherlands,Eindhoven,51.4737186,5.6237123,138.32,automotive;electric vehicle;sustainable development goals;solar energy;ev battery;climate tech,energy;transportation,clean energy;vehicle production,late growth,European Innovation Council;BOM Brabant Ventures;Zero Point Holding;Rob van Gansewinkel;SHV Holdings;DELA;Joop van Caldenborgh,government;venture_capital;family_office;angel;corporate;corporate;user,Eindhoven
VitalFluid,"Young innovative company specialised in plasma activated water (PAW), engineering and design of PAW-equipment and application",Europe,Netherlands,Eindhoven,51.4129178,5.458209,4.34,sustainable development goals;climate tech;biotechnology in food;fertigation,energy,water,early growth,StartLife;European Innovation Council;EIT Climate-KIC;VDL Groep;BOM Brabant Ventures;Eindhoven University of Technology (TU/e),"advisor,venture_capital;government;accelerator;corporate;venture_capital;university",Eindhoven
SunChip Projects B.V.,"Solar Application Lab: Endless energy, infinite applications",Europe,Netherlands,Enschede,52.2623768,6.7917415,2.73,solar energy;sustainable development goals;climate tech,energy,clean energy,seed,European Innovation Council;Oost NL;EIT Climate-KIC,government;venture_capital;accelerator,Enschede
Sound Energy,Turn heat into cooling using thermoacustic technology,Europe,Netherlands,Enschede,52.2215372,6.8936619,1.05,sustainable development goals;smart building;building cooling;climate tech,real estate;energy,energy efficiency,seed,European Innovation Council;Cottonwood Technology Fund;KPN Ventures;Oost NL;Alain le Loux MSc MBA,government;venture_capital;corporate_venture_fund;venture_capital;angel,Enschede
Cooll,Cooll - Sustainable energy solutions,Europe,Netherlands,Enschede,52.2305473,6.8726998,3.5,solar energy;infrared;pumps;refrigeration;space;remote;developer tools;innovation management;oil & gas,energy,clean energy;energy efficiency,early growth,Energiefonds Overijssel,venture_capital,Enschede
Nse Industry,,Europe,Italy,Florence,43.687518,10.796099,2.5,sustainable development goals;biomass;climate tech,energy,clean energy,seed,,,Milan
Singulus Technologies,SINGULUS TECHNOLOGIES develops and assembles innovative machines and systems for efficient and resource-saving production processes,Europe,Germany,Frankfurt am Main,50.0719,9.00389,50.69,machinery manufacturing;solar energy,energy;semiconductors,clean energy,late growth,China National Building Material,venture_capital,Frankfurt
JIT Solaire,French photovoltaic energy company providing european standard-compliant turnkey solar electricity generating solutions,Europe,Germany,Frankfurt am Main,50.037933,8.562152,3.0,solar energy;sustainable development goals;climate tech,energy,clean energy,seed,Ardian,private_equity,Frankfurt
Sos,SunOyster concentrating solar technology,Europe,Germany,Frankfurt am Main,50.044871,8.680841,1.5,solar energy;sustainable development goals;climate tech,energy,clean energy,seed,European Innovation Council,government,Frankfurt
node.energy,Saas for the commercial optimization of local energy concepts,Europe,Germany,Frankfurt am Main,50.0974365,8.6630872,1.58,optimization;sustainable development goals;energy tech;industrial technology;climate tech,energy,energy efficiency,early growth,High-Tech Gründerfonds;TechQuartier;EIT Climate-KIC,venture_capital;accelerator;accelerator,Frankfurt
ENIT Energy IT Systems,Energy management for industrial enterprises,Europe,Germany,Freiburg im Breisgau,48.012177,7.850233,2.8,smart grid;industrial iot;predictive maintenance;energy tech;industrial technology;sustainable development goals;climate tech,energy,energy efficiency,late growth,European Innovation Council;Fraunhofer Venture;TechQuartier;EIT Climate-KIC,government;venture_capital;accelerator;accelerator,Freiburg
NexWafe,Pioneering epitaxial production of low-carbon ultra-thin highly-efficient silicon wafers for photovoltaics,Europe,Germany,Freiburg im Breisgau,48.0311171,7.8585482,51.0,solar energy;sustainable development goals;climate tech,energy,clean energy,early growth,Lynwood;Fraunhofer Venture;Saudi Aramco Energy Ventures;Green Gateway Fund;GAP Technology Holding;Bantina Invest;Reliance New Energy Solar,venture_capital;venture_capital;corporate_venture_fund;venture_capital;service provider;investment fund;corporate,Freiburg
Blue Inductive,Develops wireless battery charging systems for industrial applications,Europe,Germany,Freiburg im Breisgau,47.988676,7.795369,2.0,electric vehicle;lithium ion batteries;sustainable development goals;climate tech,energy;transportation,energy storage;mobility,early growth,Phoenix Contact Innovation Ventures;High-Tech Gründerfonds;VC Fonds Baden-Württemberg GmbH & Co. KG;MBG Mittelständische Beteiligungsgesellschaft Baden-Württemberg GMBH;Fraunhofer Venture;EIT Climate-KIC;Plug and Play;Xpreneurs,corporate_venture_fund;venture_capital;venture_capital;venture_capital;venture_capital;accelerator;venture_capital;accelerator,Freiburg
Svenska Aerogel AB,Ploduces quartzene for various applications,Europe,Sweden,Gävle,60.6882861,17.15639684,1.7,material technology;insulation;chemistry;sustainable development goals;advanced materials;industrial technology,real estate;energy,construction;energy efficiency,early growth,European Innovation Council;Almi Invest;Eurostars SME programme;Sting;Capital A Partners;Propel Capital;Movexum,government;venture_capital;government;accelerator;venture_capital;venture_capital;accelerator,Uppsala
Bioseco,Protecting birds at wind farms and airports using innovative Hi-Tech,Europe,Poland,Gdansk,54.3711286,18.6109539,1.68,wind energy;sustainable development goals;climate tech,energy,,early growth,European Innovation Council;Life Science Innovations;Akcelerator Technologiczny Gliwice;The National Centre for Research and Development;KPT ScaleUP,government;venture_capital;venture_capital;venture_capital;accelerator,Warsaw
EcoEridania,,Europe,Italy,Genoa,44.405861,8.686017,10.0,recycling,media;energy,,mature,Muzinich Private Debt,venture_capital,Turin
Mimbly,Creating sustainable laundry solutions,Europe,Sweden,Gothenburg,57.6936654,11.9747261,2.66,sustainable development goals;pollution;climate tech,fashion;energy,water;waste solution,early growth,Almi Invest;European Innovation Council;IKEA Bootcamp;Chalmers Ventures;GU Ventures AB;Startup Sweden;Imagine H2O,venture_capital;government;venture_capital;venture_capital;accelerator;accelerator;accelerator,Gothenburg
Heart Aerospace,"Heart Aerospace is a Swedish start-up that makes electric aircraft for regional air travel. Heart’s first aircraft is the ES-19, an all-electric nineteen-seater airliner with a range of 400 km, set to enter service in 2025. Heart has validated strong market demand for the ES-19, with signed Letters of Intent (LOIs) from 7 airlines across Europe and North America for 137 aircraft worth approximately €1 billion",Europe,Sweden,Gothenburg,57.7800223,11.88333893,46.23,aviation & aerospace;sustainable development goals;aerospace;electric vehicle;eicfund;climate tech,energy;transportation,clean energy;energy efficiency;vehicle production,late growth,EQT Ventures;Norrsken VC;European Innovation Council;Planet+;Zeno Ventures;Y Combinator;Lowercarbon Capital;Breakthrough Energy Ventures;Mesa Ventures;United Airlines Venture;EIC Fund (European Innovation Council Fund),venture_capital;venture_capital;government;venture_capital;venture_capital;accelerator;venture_capital;venture_capital;venture_capital;corporate_venture_fund;venture_capital,Gothenburg
Heliospectra,Producing fully controllable LED lights capable of replacing a HPS lamp in a commercial or scientific grow,Europe,Sweden,Gothenburg,57.6977343,11.9239304,9.0,horticulture;intelligent systems;primary production;isensing & robotics;sustainable development goals;vertical farming;novel farming,food;energy,agritech;energy efficiency;clean energy,early growth,Industrifonden;Midroc New Technology,venture_capital;venture_capital,Gothenburg
PowerCell Sweden,Develops and produces fuel cell stacks and systems,Europe,Sweden,Gothenburg,57.7054277,11.8848773,41.83,sustainable development goals;hydrogen;truck;ev battery;climate tech,energy,water;clean energy,late growth,Swedish Energy Agency;OCA Ventures;Finindus;Midroc New Technology,government;venture_capital;corporate;venture_capital,Gothenburg
Liquid Wind,"Developing, financing, building and managing commercial-scale eMethanol facilities",Europe,Sweden,Gothenburg,57.6887038,11.9742341,4.99,wind energy;carbon capture and storage;sustainable development goals;climate tech,energy,clean energy;waste solution,early growth,FundedByMe;Alfa Laval;Siemens Energy;Uniper;FALKOR;Haldor Topsoe;Carbon Clean Solutions,crowdfunding;corporate;corporate;corporate;investment fund;corporate;corporate,Gothenburg
Nortical,Builds tools for intelligent Lithium-ion performance prediction and third-party verification of battery data,Europe,Sweden,Gothenburg,57.7031813,11.9602205,1.32,lithium ion batteries;sustainable development goals;climate tech,energy,energy storage,early growth,E14 Fund;Norrsken VC;Almi Invest;Jellyfish;MobilityXlab,venture_capital;venture_capital;venture_capital;corporate;accelerator,Gothenburg
Minesto,The only known technology for cost efficient renewable electricity production from low velocity tidal and ocean currents,Europe,Sweden,Gothenburg,57.6858917,11.8854953,19.68,hydropower;sustainable development goals;marine energy;climate tech,energy,clean energy;water,late growth,EIT InnoEnergy;Eurostars SME programme;European Innovation Council;BGA Invest;Swedish Energy Agency;The Welsh Government;Midroc New Technology;Chalmers Ventures,venture_capital;government;government;investment fund;government;government;venture_capital;venture_capital,Gothenburg
Plejd,Developing smart connected lighting solutions,Europe,Sweden,Gothenburg,57.6711529,12.0102987,3.67,home automation;entertainment;user experience;consumer electronics;smart home;sustainable development goals;smart cities;climate tech,energy;home living,energy efficiency,late growth,Almi Invest,venture_capital,Gothenburg
ELIQ,Analysis and visualisation of energy data,Europe,Sweden,Gothenburg,57.7041418,11.957079,9.18,smart home;analytics;visualization;sustainable development goals;climate tech,energy,energy efficiency,late growth,CBC Investment Group;Inven Capital;Contrarian Ventures;Plug and Play;Almi Invest,"private_equity,venture_capital;venture_capital;venture_capital;venture_capital;venture_capital",Gothenburg
