NAME,TAGLINE,HQ REGION,HQ COUNTRY,HQ CITY kész,LATITUDE,LONGITUDE,TOTAL FUNDING (EUR M) kész,TAGS,INDUSTRIES,SUB INDUSTRIES,GROWTH STAGE,INVESTORS,EACH INVESTOR TYPES,Closest FUA
Dancerbus,"An electric transport solution that includes e-buses, full maintenance, and its own green energy supply",Europe,Lithuania,Klaipeda,55.685462,21.207692,1.6,automotive;electric vehicle;public transportation;startuplithuania;sustainable development goals;core sustainable impact;affordable and clean energy (#7);sustainable cities and communities (#11);climate action (#13),energy,clean energy,early growth stage,Goldfish Fund,venture_capital,Riga
ME Energy,The next generation of charging infrastructure,Europe,Germany,Berlin,52.3260787,13.6334351,2.0,sustainable development goals;electric vehicle;car charging;urban tech;sustainable cities and communities (#11),energy,energy storage,seed stage,Brandenburg Kapital GmbH,venture_capital,Berlin
Bioseco,Protecting birds at wind farms and airports using innovative Hi-Tech,Europe,Poland,Gdansk,54.3711286,18.6109539,1.68,pet;wind energy;sustainable development goals,energy,,early growth stage,European Innovation Council;Life Science Innovations;Akcelerator Technologiczny Gliwice;The National Centre for Research and Development;KPT ScaleUP,government;venture_capital;venture_capital;venture_capital;accelerator,Warsaw
Greenely,Energy management mobile app,Europe,Sweden,Stockholm,59.3380632,18.0630065,3.8,sustainable development goals;core sustainable impact;climate action (#13);affordable and clean energy (#7);sustainable cities and communities (#11);responsible consumption and production (#12);nordic impact 2021,energy,energy efficiency,early growth stage,European Innovation Council;ByFounders;EIT InnoEnergy;Lunar Ventures,government;venture_capital;accelerator;venture_capital,Stockholm
Unlimited Engineering,Unlimited Electric Skateboards,Europe,Spain,Barcelona,41.38804,2.17001,1.01,electric vehicle;sustainable development goals;truck;affordable and clean energy (#7);climate action (#13),energy,vehicle production,early growth stage,Techstars,accelerator,Barcelona
Thinkstep,Leader in Sustainability Performance Management,Europe,Germany,Stuttgart,48.691916,9.167265,18.91,sustainability;back office;branding;compliance;consulting services;saas;reporting;circular economy;green technology;regtech compliance;sustainable development goals;core sustainable impact;content;sustainable cities and communities (#11);climate action (#13),energy,,late growth stage,Next47;GIMV;Sphera,"corporate_venture_fund,venture_capital;private_equity;corporate",Stuttgart
Eneo Solutions,Develops and installs solar panels in commercial properties,Europe,Sweden,Stockholm,59.3419589,18.0623244,13.2,smart grid;energy efficiency;solar energy;green technology;commerce;heating;sustainable development goals;core sustainable impact;affordable and clean energy (#7);climate action (#13);responsible consumption and production (#12);partnerships (#17);nordic impact 2021,energy,clean energy,early growth stage,Infranode;D-Ax,venture_capital;venture_capital,Stockholm
Skwirrel,Platform to support the reduction of energy consumption,Europe,France,Bourges,46.99195,3.143051,2.0,saas;platform;consulting services;monitoring;iot;energy tech;industrial technology,energy,clean energy,seed stage,Alliance Entreprendre,venture_capital,Lyon
Tewer,Specializes in solar energy and multisectorial technology,Europe,Spain,Madrid,40.4753908,-3.5956219,2.21,solar energy;sustainable development goals;eic;affordable and clean energy (#7);climate action (#13),energy,energy efficiency,early growth stage,European Innovation Council;Eurostars SME programme,government;government,Madrid
Nanomakers,Producer of silicon carbide and silicon nanopowders,Europe,France,Paris,48.6517106,1.8362487,3.46,lithium ion batteries;polymer;battery;eic;nano technology;advanced materials;industrial technology;spinout,energy,clean energy,early growth stage,Omnes Venture Capital;European Innovation Council;CEA,"private_equity,venture_capital;government;corporate",Paris
Millor energy solutions,"Design, development and manufacturing of  World best of its class battery packs for hybrid and electric vehicles in medium series productions",Europe,Spain,Barcelona,41.4715315,2.1352039,1.25,electric vehicle;lithium ion batteries;eic;battery;ev battery production;bms,energy,energy storage,seed stage,European Innovation Council,government,Barcelona
Airsynergy,Over the last four years Airsynergy has developed and patented ground breaking renewable energy solutionsThis includes a fully scalable,Europe,Ireland,Dublin,53.40863,-6.445205,2.0,branding;navigation;sustainability;energy saving;ventilation;eco-friendly;ecologically friendly;wind energy;sustainable development goals;core sustainable impact;affordable and clean energy (#7);climate action (#13),energy,clean energy,seed stage,,,Dublin
Kayrros,Brings in­sights to global oil and gas and en­ergy mar­kets,Europe,France,Paris,48.8790183,2.3379063,33.89,data analytics;techscale200;geopositioning;eic;alternative data;energy tech;industrial technology;space tech;satellite applications;sustainable development goals,energy,oil & gas,late growth stage,Index Ventures;European Innovation Council;Cathay Innovation;Primwest;Korelya Capital;Marcel van Poecke;Cathay Capital,venture_capital;government;venture_capital;family_office;venture_capital;angel;private_equity,Paris
ETC Solar,Commercializes world’s highest-performing front contact technology for solar cells: the effectively transparent contacts (ETCs),Europe,Netherlands,Rotterdam,51.9121058,4.4296501,3.03,eic;solar energy;sustainable development goals;affordable and clean energy (#7);core sustainable impact;climate action (#13),energy,energy efficiency,seed stage,European Innovation Council,government,Rotterdam
Ecoat,"SME dedicated to innovation and sustainable development, in the industrial sector of components for paints and coatings",Europe,France,Nice,43.62541,6.938637,2.25,eic;chemical;sustainable development goals;advanced materials;industrial technology;innovative material tech;coatings;manufacturing tech,energy,,early growth stage,European Innovation Council;Starquest Capital;Paca Investissement;Turenne Capital,government;venture_capital;venture_capital;venture_capital,Nice
AscendXYZ,"Our service is browser based and feeds on aerial- and satellite imagery. We offer a complete solution from aerial data acquisition, remote sensing to the customization of the analysis to your needs into an user friendly service",Europe,Denmark,Copenhagen,55.6897014,12.5646738,1.22,eic;remote sensing;aerial photography;sustainable development goals;wind energy;nordic impact 2021;space tech;satellite applications,energy,,early growth stage,European Innovation Council,government,Copenhagen
Nordic Radar Solutions,"Focuses on developing state-of-the-art sensor-based solutions dedicated to civil aviation, wind power installations and military target scoring applications",Europe,Denmark,Aarhus,56.22035,10.28707,1.54,civil;sensor;wind energy,energy,clean energy,seed stage,European Innovation Council;Eurostars SME programme,government;government,Aarhus
Volpy,Remote diagnosis of smartphones and in their purchase,Europe,France,Bastia,42.697283,9.450881,3.35,remote;green technology;mobile commerce;repair;recycling,energy,,early growth stage,ACG Management;Femu Qui;Bpifrance,venture_capital;venture_capital;venture_capital,Nice
Avantium Technologies,"Provides high-throughput R&D technologies for applications in the energy, chemicals and pharmaceutical industries",Europe,Netherlands,Apeldoorn,52.1751764,5.9702044,119.1,biofuel;biotechnology;chemistry;sustainable development goals;chemical;biopolymers;industrial technology;advanced materials;innovative material tech;polymers and polymer alternatives;chemical technology,energy,,late growth stage,Capricorn Partners;Aster Capital;ING Bank Corporate Finance;Aescap;Navitas Capital;Sofinnova Partners;Danone;PMV;De Hoge Dennen Capital;ALPLA;FPIM;Eurostars SME programme;European Innovation Council;Thuja Capital;Horizon 2020 FTI (Fast Track to Innovation);Draper Esprit;Signet Healthcare Partners,venture_capital;venture_capital;advisor;venture_capital;venture_capital;venture_capital;corporate;venture_capital;private_equity;corporate;corporate;government;government;venture_capital;venture_capital;venture_capital;venture_capital,Utrecht
Photanol,Converting sun energy and carbon dioxide to produce organic compounds,Europe,Netherlands,Amsterdam,52.356286,4.9590044,10.7,biofuel;startupamsterdam;sustainable development goals;eic;carbon capture and storage;solar energy;chemical technology,energy,clean energy,early growth stage,Icos Capital;UvA Ventures;European Innovation Council,venture_capital;venture_capital;government,Amsterdam
Metron,Innovative platform that exploits in real time all the energy and production data of industrial sites while interfacing with the energy markets,Europe,France,Paris,48.8712105,2.3371374,18.0,energy saving;industrial automation;sustainable development goals;energy tech;industrial analytics;industrial technology;manufacturing tech,energy,energy efficiency,late growth stage,BNP Paribas;Breed Reply;Financieres Fonds Prives;NTT DOCOMO Ventures;Statkraft Ventures,corporate;accelerator;venture_capital;corporate_venture_fund;venture_capital,Paris
AmbiSense,"Our world-leading system of intelligence automates, analyses and accelerates environmental risk assessment",Europe,Ireland,Dublin,53.376675,-6.270677,2.1,monitoring;saas;platform;reporting;risk management;waste management;natural resources;sustainable development goals;life on land (#15);energy tech;industrial technology,energy,waste solution,early growth stage,Enterprise Ireland;Atlantic Bridge;Sure Valley Ventures;Sure Ventures,venture_capital;private_equity;venture_capital;venture_capital,Dublin
EpiGaN,Provides GaN-on-Si epitaxial material solutions for top performance devices,Europe,Belgium,Hasselt,50.9554952,5.350063,6.75,social;saas;innovation radar;aviation & aerospace;semiconductor;sensor;solar energy;advanced materials;industrial technology;spinout,energy,energy efficiency,seed stage,Limburgse Reconversie Maatschappij;Robert Bosch Venture Capital;Capricorn Partners;Soitec,corporate;corporate_venture_fund;venture_capital;corporate,Eindhoven
Quentic,Environmental management software for companies seeking to decrease their environmental footprint,Europe,Germany,Berlin,52.5054091,13.4731524,22.82,compliance;printing;administration;reporting;resource management;document management;ecologically friendly;process technologies;automated process;regtech compliance;sustainable development goals;climate action (#13);industry innovation and infrastructure (#9),energy,,late growth stage,High-Tech Gründerfonds;One Peak Partners;Morgan Stanley;Business Angels Club Berlin-Brandenburg;Shutterstock;Wecken & Cie;Morgan Stanley Expansion Capital;B!GRÜNDET;Maria 01,"venture_capital;private_equity,venture_capital;corporate;venture_capital;corporate;family_office;corporate_venture_fund,private_equity;non-profit;accelerator",Berlin
DAB,Developing bioprocess engineering solutions,Europe,Netherlands,The Hague,51.9933793,4.3866267,2.0,recycling;waste reduction;bioprocess;health;nutrition;fermentation;waste management;engineering services;alternative protein,energy,,seed stage,InnovationQuarter;FORWARD.one Venture Capital;Delft Enterprises,venture_capital;venture_capital;venture_capital,Rotterdam
